query,response,intent,domain
What are the genetic changes related to hemophilia ?,"Changes in the F8 gene are responsible for hemophilia A, while mutations in the F9 gene cause hemophilia B. The F8 gene provides instructions for making a protein called coagulation factor VIII. A related protein, coagulation factor IX, is produced from the F9 gene. Coagulation factors are proteins that work together in the blood clotting process. After an injury, blood clots protect the body by sealing off damaged blood vessels and preventing excessive blood loss.  Mutations in the F8 or F9 gene lead to the production of an abnormal version of coagulation factor VIII or coagulation factor IX, or reduce the amount of one of these proteins. The altered or missing protein cannot participate effectively in the blood clotting process. As a result, blood clots cannot form properly in response to injury. These problems with blood clotting lead to continuous bleeding that can be difficult to control. The mutations that cause severe hemophilia almost completely eliminate the activity of coagulation factor VIII or coagulation factor IX. The mutations responsible for mild and moderate hemophilia reduce but do not eliminate the activity of one of these proteins.  Another form of the disorder, known as acquired hemophilia, is not caused by inherited gene mutations. This rare condition is characterized by abnormal bleeding into the skin, muscles, or other soft tissues, usually beginning in adulthood. Acquired hemophilia results when the body makes specialized proteins called autoantibodies that attack and disable coagulation factor VIII. The production of autoantibodies is sometimes associated with pregnancy, immune system disorders, cancer, or allergic reactions to certain drugs. In about half of cases, the cause of acquired hemophilia is unknown.",health inquiry,healthcare
Is hemophilia inherited ?,"Hemophilia A and hemophilia B are inherited in an X-linked recessive pattern. The genes associated with these conditions are located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females (who have two X chromosomes), a mutation would have to occur in both copies of the gene to cause the disorder. Because it is unlikely that females will have two altered copies of this gene, it is very rare for females to have hemophilia. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.  In X-linked recessive inheritance, a female with one altered copy of the gene in each cell is called a carrier. Carrier females have about half the usual amount of coagulation factor VIII or coagulation factor IX, which is generally enough for normal blood clotting. However, about 10 percent of carrier females have less than half the normal amount of one of these coagulation factors; these individuals are at risk for abnormal bleeding, particularly after an injury, surgery, or tooth extraction.",health inquiry,healthcare
What are the treatments for hemophilia ?,"These resources address the diagnosis or management of hemophilia:  - Gene Review: Gene Review: Hemophilia A  - Gene Review: Gene Review: Hemophilia B  - Genetic Testing Registry: HEMOPHILIA B(M)  - Genetic Testing Registry: Hemophilia  - Genetic Testing Registry: Hereditary factor IX deficiency disease  - Genetic Testing Registry: Hereditary factor VIII deficiency disease  - Genomics Education Programme (UK): Haemophilia A  - MedlinePlus Encyclopedia: Factor IX Assay  - MedlinePlus Encyclopedia: Factor VIII Assay  - MedlinePlus Encyclopedia: Hemophilia A  - MedlinePlus Encyclopedia: Hemophilia B  - National Heart, Lung, and Blood Institute: How is Hemophilia Diagnosed?  - National Heart, Lung, and Blood Institute: How is Hemophilia Treated?  - National Hemophilia Foundation: Hemophilia Treatment Centers   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",health inquiry,healthcare
What is (are) retinitis pigmentosa ?,"Retinitis pigmentosa is a group of related eye disorders that cause progressive vision loss. These disorders affect the retina, which is the layer of light-sensitive tissue at the back of the eye. In people with retinitis pigmentosa, vision loss occurs as the light-sensing cells of the retina gradually deteriorate.  The first sign of retinitis pigmentosa is usually a loss of night vision, which becomes apparent in childhood. Problems with night vision can make it difficult to navigate in low light. Later, the disease causes blind spots to develop in the side (peripheral) vision. Over time, these blind spots merge to produce tunnel vision. The disease progresses over years or decades to affect central vision, which is needed for detailed tasks such as reading, driving, and recognizing faces. In adulthood, many people with retinitis pigmentosa become legally blind.  The signs and symptoms of retinitis pigmentosa are most often limited to vision loss. When the disorder occurs by itself, it is described as nonsyndromic. Researchers have identified several major types of nonsyndromic retinitis pigmentosa, which are usually distinguished by their pattern of inheritance: autosomal dominant, autosomal recessive, or X-linked.  Less commonly, retinitis pigmentosa occurs as part of syndromes that affect other organs and tissues in the body. These forms of the disease are described as syndromic. The most common form of syndromic retinitis pigmentosa is Usher syndrome, which is characterized by the combination of vision loss and hearing loss beginning early in life. Retinitis pigmentosa is also a feature of several other genetic syndromes, including Bardet-Biedl syndrome; Refsum disease; and neuropathy, ataxia, and retinitis pigmentosa (NARP).",health inquiry,healthcare
How many people are affected by retinitis pigmentosa ?,"Retinitis pigmentosa is one of the most common inherited diseases of the retina (retinopathies). It is estimated to affect 1 in 3,500 to 1 in 4,000 people in the United States and Europe.",health inquiry,healthcare
What are the genetic changes related to retinitis pigmentosa ?,"Mutations in more than 60 genes are known to cause nonsyndromic retinitis pigmentosa. More than 20 of these genes are associated with the autosomal dominant form of the disorder. Mutations in the RHO gene are the most common cause of autosomal dominant retinitis pigmentosa, accounting for 20 to 30 percent of all cases. At least 35 genes have been associated with the autosomal recessive form of the disorder. The most common of these is USH2A; mutations in this gene are responsible for 10 to 15 percent of all cases of autosomal recessive retinitis pigmentosa. Changes in at least six genes are thought to cause the X-linked form of the disorder. Together, mutations in the RPGR and RP2 genes account for most cases of X-linked retinitis pigmentosa.  The genes associated with retinitis pigmentosa play essential roles in the structure and function of specialized light receptor cells (photoreceptors) in the retina. The retina contains two types of photoreceptors, rods and cones. Rods are responsible for vision in low light, while cones provide vision in bright light, including color vision.  Mutations in any of the genes responsible for retinitis pigmentosa lead to a gradual loss of rods and cones in the retina. The progressive degeneration of these cells causes the characteristic pattern of vision loss that occurs in people with retinitis pigmentosa. Rods typically break down before cones, which is why night vision impairment is usually the first sign of the disorder. Daytime vision is disrupted later, as both rods and cones are lost.  Some of the genes associated with retinitis pigmentosa are also associated with other eye diseases, including a condition called cone-rod dystrophy. Cone-rod dystrophy has signs and symptoms similar to those of retinitis pigmentosa. However, cone-rod dystrophy is characterized by deterioration of the cones first, followed by the rods, so daylight and color vision are affected before night vision.",health inquiry,healthcare
Is retinitis pigmentosa inherited ?,"Retinitis pigmentosa often has an autosomal dominant inheritance pattern, which means one copy of an altered gene in each cell is sufficient to cause the disorder. Most people with autosomal dominant retinitis pigmentosa have an affected parent and other family members with the disorder.  Retinitis pigmentosa can also have an autosomal recessive pattern of inheritance, which means both copies of a gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.  This condition can also be inherited in an X-linked pattern. The genes associated with X-linked retinitis pigmentosa are located on the X chromosome, which is one of the two sex chromosomes. In males (who have only one X chromosome), one altered copy of the gene in each cell is sufficient to cause the condition. In females, (who have two X chromosomes), mutations usually have to occur in both copes of the gene to cause the disorder. However, at least 20 percent of females who carry only one mutated copy of the gene develop retinal degeneration and associated vision loss. In most cases, males experience more severe symptoms of the disorder than females. A characteristic of X-linked inheritance is that fathers cannot pass X-linked traits to their sons.  In 10 to 40 percent of all cases of retinitis pigmentosa, only one person in a family is affected. In these families, the disorder is described as simplex. It can be difficult to determine the inheritance pattern of simplex cases because affected individuals may have no affected relatives or may be unaware of other family members with the disease. Simplex cases can also result from a new gene mutation that is not present in other family members.",health inquiry,healthcare
What are the treatments for retinitis pigmentosa ?,These resources address the diagnosis or management of retinitis pigmentosa:  - American Foundation for the Blind: Living with Vision Loss  - Foundation Fighting Blindness: Treatment of Retinitis Pigmentosa  - Gene Review: Gene Review: Retinitis Pigmentosa Overview  - Genetic Testing Registry: Retinitis pigmentosa  - RP Fighting Blindness: Treatment of Retinitis Pigmentosa   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,health inquiry,healthcare
What is (are) steatocystoma multiplex ?,"Steatocystoma multiplex is a skin disorder characterized by the development of multiple noncancerous (benign) cysts known as steatocystomas. These growths begin in the skin's sebaceous glands, which normally produce an oily substance called sebum that lubricates the skin and hair. Steatocystomas are filled with sebum.  In affected individuals, steatocystomas typically first appear during adolescence and are found most often on the torso, neck, upper arms, and upper legs. In most people with steatocystoma multiplex, these cysts are the only sign of the condition. However, some affected individuals also have mild abnormalities involving the teeth or the fingernails and toenails.",health inquiry,healthcare
How many people are affected by steatocystoma multiplex ?,"Although the prevalence of steatocystoma multiplex is unknown, it appears to be rare.",health inquiry,healthcare
What are the genetic changes related to steatocystoma multiplex ?,"Steatocystoma multiplex can be caused by mutations in the KRT17 gene. This gene provides instructions for making a protein called keratin 17, which is produced in the nails, the hair follicles, and the skin on the palms of the hands and soles of the feet. It is also found in the skin's sebaceous glands. Keratin 17 partners with a similar protein called keratin 6b to form networks that provide strength and resilience to the skin, nails, and other tissues.  The KRT17 gene mutations that cause steatocystoma multiplex alter the structure of keratin 17, preventing it from forming strong, stable networks within cells. The defective keratin network disrupts the growth and function of cells in the skin and nails, including cells that make up the sebaceous glands. These abnormalities lead to the growth of sebum-containing cysts in people with steatocystoma multiplex. However, it is unclear why steatocystomas are typically the only feature of this disorder.  Many researchers believe that steatocystoma multiplex is a variant form of a disorder called pachyonychia congenita, which can also result from mutations in the KRT17 gene. Like steatocystoma multiplex, pachyonychia congenita involves the growth of steatocystomas. Pachyonychia congenita is also associated with more severe skin and nail abnormalities not usually found in people with steatocystoma multiplex.  In some cases, people with steatocystoma multiplex do not have an identified mutation in the KRT17 gene. The cause of the condition in these individuals is unknown.",health inquiry,healthcare
Is steatocystoma multiplex inherited ?,"When steatocystoma multiplex is caused by mutations in the KRT17 gene, it is inherited in an autosomal dominant pattern. Autosomal dominant inheritance means one copy of the altered gene in each cell is sufficient to cause the disorder. In most cases, an affected person inherits the condition from an affected parent.  In people with steatocystoma multiplex who do not have identified KRT17 gene mutations, there is usually no family history of the disorder.",health inquiry,healthcare
What are the treatments for steatocystoma multiplex ?,These resources address the diagnosis or management of steatocystoma multiplex:  - Genetic Testing Registry: Steatocystoma multiplex   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,health inquiry,healthcare
What is (are) LAMA2-related muscular dystrophy ?,"LAMA2-related muscular dystrophy is a disorder that causes weakness and wasting (atrophy) of muscles used for movement (skeletal muscles). This condition generally appears in one of two ways: as a severe, early-onset type or a milder, late-onset form.  Early-onset LAMA2-related muscular dystrophy is apparent at birth or within the first few months of life. It is considered part of a class of muscle disorders called congenital muscular dystrophies and is sometimes called congenital muscular dystrophy type 1A. Affected infants have severe muscle weakness, lack of muscle tone (hypotonia), little spontaneous movement, and joint deformities (contractures). Weakness of the muscles in the face and throat can result in feeding difficulties and an inability to grow and gain weight at the expected rate (failure to thrive). Hypotonia also affects the muscles used for breathing, which causes a weak cry and breathing problems that can lead to frequent, potentially life-threatening lung infections.  As affected children grow, they often develop an abnormal, gradually worsening side-to-side curvature of the spine (scoliosis) and inward curvature of the back (lordosis). Children with early-onset LAMA2-related muscular dystrophy usually do not learn to walk unassisted. Speech problems may result from weakness of the facial muscles and tongue, but intelligence is usually normal. Heart problems and seizures occasionally occur in early-onset LAMA2-related muscular dystrophy. Because of the serious health problems that occur in this form of the disorder, many affected individuals do not survive past adolescence.  Late-onset LAMA2-related muscular dystrophy occurs later in childhood or in adulthood. Signs and symptoms of this form of the disorder are milder than in the early-onset type and are similar to those of a group of muscle disorders classified as limb-girdle muscular dystrophies. In late-onset LAMA2-related muscular dystrophy, the muscles most affected are those closest to the body (proximal muscles), specifically the muscles of the shoulders, upper arms, pelvic area, and thighs. Children with late-onset LAMA2-related muscular dystrophy sometimes have delayed development of motor skills such as walking, but generally achieve the ability to walk without assistance. Over time, they may develop rigidity of the back, joint contractures, scoliosis, and breathing problems. However, most affected individuals retain the ability to walk and climb stairs, and life expectancy and intelligence are usually not affected in late-onset LAMA2-related muscular dystrophy.",health inquiry,healthcare
How many people are affected by LAMA2-related muscular dystrophy ?,"The prevalence of early-onset LAMA2-related muscular dystrophy is estimated at 1 in 30,000 individuals. This condition accounts for between 30 and 40 percent of total cases of congenital muscular dystrophy, although its contribution may be higher or lower than this range in specific populations. Late-onset LAMA2-related muscular dystrophy is rare; its prevalence is unknown.",health inquiry,healthcare
What are the genetic changes related to LAMA2-related muscular dystrophy ?,"As its name suggests, LAMA2-related muscular dystrophy is caused by mutations in the LAMA2 gene. This gene provides instructions for making a part (subunit) of certain members of a protein family called laminins. Laminin proteins are made of three different subunits called alpha, beta, and gamma. There are several forms of each subunit, and each form is produced from instructions carried by a different gene. The LAMA2 gene provides instructions for the alpha-2 subunit. This subunit is found in the laminin 2 protein, also known as merosin; it is also part of another laminin protein called laminin 4.  Laminins are found in an intricate lattice of proteins and other molecules that forms in the spaces between cells (the extracellular matrix). Laminin 2 and laminin 4 play a particularly important role in the muscles used for movement (skeletal muscles). The laminins attach (bind) to other proteins in the extracellular matrix and in the membrane of muscle cells, which helps maintain the stability of muscle fibers.  Most LAMA2 gene mutations that cause the severe, early-onset form of LAMA2-related muscular dystrophy result in the absence of functional laminin alpha-2 subunit. Mutations that cause the milder, later-onset form usually result in a reduction (deficiency) of functional laminin alpha-2 subunit. Deficiency or absence of the laminin alpha-2 subunit results in a corresponding lack of laminin 2 and laminin 4, reducing the strength and stability of muscle tissue and leading to the signs and symptoms of LAMA2-related muscular dystrophy.",health inquiry,healthcare
Is LAMA2-related muscular dystrophy inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",health inquiry,healthcare
What are the treatments for LAMA2-related muscular dystrophy ?,These resources address the diagnosis or management of LAMA2-related muscular dystrophy:  - Boston Children's Hospital: Treatment and Care for Muscular Dystrophy  - Gene Review: Gene Review: LAMA2-Related Muscular Dystrophy  - Genetic Testing Registry: Congenital muscular dystrophy due to partial LAMA2 deficiency  - Genetic Testing Registry: Merosin deficient congenital muscular dystrophy  - Kennedy Krieger Institute: Center for Genetic Muscle Disorders   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,health inquiry,healthcare
What is (are) isolated ectopia lentis ?,"Isolated ectopia lentis is a condition that affects the eyes, specifically the positioning of the lens. The lens is a clear structure at the front of the eye that helps focus light. In people with isolated ectopia lentis, the lens in one or both eyes is not centrally positioned as it should be but is off-center (displaced). Isolated ectopia lentis usually becomes apparent in childhood. The lens may drift further off-center over time.  Vision problems are common in isolated ectopia lentis. Affected individuals often have nearsightedness (myopia) and can have an irregular curvature of the lens or a structure that covers the front of the eye (the cornea), which causes blurred vision (astigmatism). They may also develop clouding of the lenses (cataracts) or increased pressure in the eyes (glaucoma) at an earlier age than other adults. In a small number of people with isolated ectopia lentis, tearing of the back lining of the eye (retinal detachment) occurs, which can lead to further vision problems and possible blindness.  In individuals with isolated ectopia lentis, each eye can be affected differently. In addition, the eye problems vary among affected individuals, even those within the same family.  Ectopia lentis is classified as isolated when it occurs alone without signs and symptoms affecting other body systems. Ectopia lentis can also be classified as syndromic, when it is part of a syndrome that affects multiple parts of the body. Ectopia lentis is a common feature of genetic syndromes such as Marfan syndrome and Weill-Marchesani syndrome.",health inquiry,healthcare
How many people are affected by isolated ectopia lentis ?,"The prevalence of isolated ectopia lentis is unknown. In Denmark, an estimated 6.4 per 100,000 individuals have ectopia lentis, but a large proportion of these cases (about 75 percent) are syndromic.",health inquiry,healthcare
What are the genetic changes related to isolated ectopia lentis ?,"Mutations in the FBN1 or ADAMTSL4 gene cause isolated ectopia lentis. These genes provide instructions for making proteins that are necessary for the formation of threadlike filaments called microfibrils. Microfibrils provide support to many tissues, including the lenses of the eyes, which are held in position by these filaments.  Mutations in the FBN1 or ADAMTSL4 gene impair protein function and lead to a decrease in microfibril formation or result in the formation of impaired microfibrils. Without functional microfibrils to anchor the lens in its central position at the front of the eye, the lens becomes displaced. The displaced lens cannot focus light correctly, contributing to the vision problems that are common in people with isolated ectopia lentis.",health inquiry,healthcare
Is isolated ectopia lentis inherited ?,"When isolated ectopia lentis is caused by mutations in the FBN1 gene, it is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder. In some cases, an affected person inherits the mutation from one affected parent. Other cases result from new mutations in the gene and occur in people with no history of the disorder in their family.  When isolated ectopia lentis is caused by mutations in the ADAMTSL4 gene, it is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",health inquiry,healthcare
What are the treatments for isolated ectopia lentis ?,"These resources address the diagnosis or management of isolated ectopia lentis:  - Gene Review: Gene Review: ADAMTSL4-Related Eye Disorders  - Genetic Testing Registry: Ectopia lentis, isolated autosomal recessive  - Genetic Testing Registry: Ectopia lentis, isolated, autosomal dominant   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",health inquiry,healthcare
What is (are) Crigler-Najjar syndrome ?,"Crigler-Najjar syndrome is a severe condition characterized by high levels of a toxic substance called bilirubin in the blood (hyperbilirubinemia). Bilirubin is produced when red blood cells are broken down. This substance is removed from the body only after it undergoes a chemical reaction in the liver, which converts the toxic form of bilirubin (called unconjugated bilirubin) to a nontoxic form called conjugated bilirubin. People with Crigler-Najjar syndrome have a buildup of unconjugated bilirubin in their blood (unconjugated hyperbilirubinemia).  Bilirubin has an orange-yellow tint, and hyperbilirubinemia causes yellowing of the skin and whites of the eyes (jaundice). In Crigler-Najjar syndrome, jaundice is apparent at birth or in infancy. Severe unconjugated hyperbilirubinemia can lead to a condition called kernicterus, which is a form of brain damage caused by the accumulation of unconjugated bilirubin in the brain and nerve tissues. Babies with kernicterus are often extremely tired (lethargic) and may have weak muscle tone (hypotonia). These babies may experience episodes of increased muscle tone (hypertonia) and arching of their backs. Kernicterus can lead to other neurological problems, including involuntary writhing movements of the body (choreoathetosis), hearing problems, or intellectual disability.  Crigler-Najjar syndrome is divided into two types. Type 1 (CN1) is very severe, and affected individuals can die in childhood due to kernicterus, although with proper treatment, they may survive longer. Type 2 (CN2) is less severe. People with CN2 are less likely to develop kernicterus, and most affected individuals survive into adulthood.",health inquiry,healthcare
How many people are affected by Crigler-Najjar syndrome ?,Crigler-Najjar syndrome is estimated to affect fewer than 1 in 1 million newborns worldwide.,health inquiry,healthcare
What are the genetic changes related to Crigler-Najjar syndrome ?,"Mutations in the UGT1A1 gene cause Crigler-Najjar syndrome. This gene provides instructions for making the bilirubin uridine diphosphate glucuronosyl transferase (bilirubin-UGT) enzyme, which is found primarily in liver cells and is necessary for the removal of bilirubin from the body.  The bilirubin-UGT enzyme performs a chemical reaction called glucuronidation. During this reaction, the enzyme transfers a compound called glucuronic acid to unconjugated bilirubin, converting it to conjugated bilirubin. Glucuronidation makes bilirubin dissolvable in water so that it can be removed from the body.  Mutations in the UGT1A1 gene that cause Crigler-Najjar syndrome result in reduced or absent function of the bilirubin-UGT enzyme. People with CN1 have no enzyme function, while people with CN2 have less than 20 percent of normal function. The loss of bilirubin-UGT function decreases glucuronidation of unconjugated bilirubin. This toxic substance then builds up in the body, causing unconjugated hyperbilirubinemia and jaundice.",health inquiry,healthcare
Is Crigler-Najjar syndrome inherited ?,"Crigler-Najjar syndrome is inherited in an autosomal recessive pattern, which means both copies of the UGT1A1 gene in each cell have mutations. A less severe condition called Gilbert syndrome can occur when one copy of the UGT1A1 gene has a mutation.",health inquiry,healthcare
What are the treatments for Crigler-Najjar syndrome ?,"These resources address the diagnosis or management of Crigler-Najjar syndrome:  - Centers for Disease Control and Prevention: Facts About Jaundice and Kernicterus  - Genetic Testing Registry: Crigler Najjar syndrome, type 1  - Genetic Testing Registry: Crigler-Najjar syndrome  - Genetic Testing Registry: Crigler-Najjar syndrome, type II   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care",health inquiry,healthcare
What is (are) Duane-radial ray syndrome ?,"Duane-radial ray syndrome is a disorder that affects the eyes and causes abnormalities of bones in the arms and hands. This condition is characterized by a particular problem with eye movement called Duane anomaly (also known as Duane syndrome). This abnormality results from the improper development of certain nerves that control eye movement. Duane anomaly limits outward eye movement (toward the ear), and in some cases may limit inward eye movement (toward the nose). Also, as the eye moves inward, the eye opening becomes narrower and the eyeball may pull back (retract) into its socket.  Bone abnormalities in the hands include malformed or absent thumbs, an extra thumb, or a long thumb that looks like a finger. Partial or complete absence of bones in the forearm is also common. Together, these hand and arm abnormalities are known as radial ray malformations.  People with the combination of Duane anomaly and radial ray malformations may have a variety of other signs and symptoms. These features include unusually shaped ears, hearing loss, heart and kidney defects, a distinctive facial appearance, an inward- and upward-turning foot (clubfoot), and fused spinal bones (vertebrae).  The varied signs and symptoms of Duane-radial ray syndrome often overlap with features of other disorders. For example, acro-renal-ocular syndrome is characterized by Duane anomaly and other eye abnormalities, radial ray malformations, and kidney defects. Both conditions are caused by mutations in the same gene. Based on these similarities, researchers suspect that Duane-radial ray syndrome and acro-renal-ocular syndrome are part of an overlapping set of syndromes with many possible signs and symptoms. The features of Duane-radial ray syndrome are also similar to those of a condition called Holt-Oram syndrome; however, these two disorders are caused by mutations in different genes.",health inquiry,healthcare
How many people are affected by Duane-radial ray syndrome ?,Duane-radial ray syndrome is a rare condition whose prevalence is unknown. Only a few affected families have been reported worldwide.,health inquiry,healthcare
What are the genetic changes related to Duane-radial ray syndrome ?,"Duane-radial ray syndrome results from mutations in the SALL4 gene. This gene is part of a group of genes called the SALL family. SALL genes provide instructions for making proteins that are involved in the formation of tissues and organs before birth. The proteins produced from these genes act as transcription factors, which means they attach (bind) to specific regions of DNA and help control the activity of particular genes. The exact function of the SALL4 protein is unclear, although it appears to be important for the normal development of the eyes, heart, and limbs.  Mutations in the SALL4 gene prevent cells from making any functional protein from one copy of the gene. It is unclear how a reduction in the amount of the SALL4 protein leads to Duane anomaly, radial ray malformations, and the other features of Duane-radial ray syndrome and similar conditions.",health inquiry,healthcare
Is Duane-radial ray syndrome inherited ?,"This condition is inherited in an autosomal dominant pattern, which means one copy of the altered SALL4 gene in each cell is sufficient to cause the disorder. In many cases, an affected person inherits a mutation from one affected parent. Other cases result from new mutations in the gene and occur in people with no history of the disorder in their family.",health inquiry,healthcare
What are the treatments for Duane-radial ray syndrome ?,These resources address the diagnosis or management of Duane-radial ray syndrome:  - Gene Review: Gene Review: SALL4-Related Disorders  - Genetic Testing Registry: Duane-radial ray syndrome  - MedlinePlus Encyclopedia: Skeletal Limb Abnormalities   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,health inquiry,healthcare
What is (are) ornithine translocase deficiency ?,"Ornithine translocase deficiency is an inherited disorder that causes ammonia to accumulate in the blood. Ammonia, which is formed when proteins are broken down in the body, is toxic if the levels become too high. The nervous system is especially sensitive to the effects of excess ammonia.  Ornithine translocase deficiency varies widely in its severity and age of onset. An infant with ornithine translocase deficiency may be lacking in energy (lethargic) or refuse to eat, or have poorly controlled breathing or body temperature. Some babies with this disorder may experience seizures or unusual body movements, or go into a coma. Episodes of illness may coincide with the introduction of high-protein formulas or solid foods into the diet.  In most affected individuals, signs and symptoms of ornithine translocase deficiency do not appear until later in life. Later-onset forms of ornithine translocase deficiency are usually less severe than the infantile form. Some people with later-onset ornithine translocase deficiency cannot tolerate high-protein foods, such as meat. Occasionally, high-protein meals or stress caused by illness or periods without food (fasting) may cause ammonia to accumulate more quickly in the blood. This rapid increase of ammonia may lead to episodes of vomiting, lack of energy (lethargy), problems with coordination (ataxia), confusion, or blurred vision. Complications of ornithine translocase deficiency may include developmental delay, learning disabilities, and stiffness caused by abnormal tensing of the muscles (spasticity).",health inquiry,healthcare
How many people are affected by ornithine translocase deficiency ?,Ornithine translocase deficiency is a very rare disorder. Fewer than 100 affected individuals have been reported worldwide.,health inquiry,healthcare
What are the genetic changes related to ornithine translocase deficiency ?,"Mutations in the SLC25A15 gene cause ornithine translocase deficiency.  Ornithine translocase deficiency belongs to a class of genetic diseases called urea cycle disorders. The urea cycle is a sequence of reactions that occurs in liver cells. This cycle processes excess nitrogen, generated when protein is used by the body, to make a compound called urea that is excreted by the kidneys.  The SLC25A15 gene provides instructions for making a protein called a mitochondrial ornithine transporter. This protein is needed to move a molecule called ornithine within the mitochondria (the energy-producing centers in cells). Specifically, this protein transports ornithine across the inner membrane of mitochondria to the region called the mitochondrial matrix, where it participates in the urea cycle.  Mutations in the SLC25A15 gene result in a mitochondrial ornithine transporter that is unstable or the wrong shape, and which cannot bring ornithine to the mitochondrial matrix. This failure of ornithine transport causes an interruption of the urea cycle and the accumulation of ammonia, resulting in the signs and symptoms of ornithine translocase deficiency.",health inquiry,healthcare
Is ornithine translocase deficiency inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.",health inquiry,healthcare
What are the treatments for ornithine translocase deficiency ?,These resources address the diagnosis or management of ornithine translocase deficiency:  - Baby's First Test  - Gene Review: Gene Review: Hyperornithinemia-Hyperammonemia-Homocitrullinuria Syndrome  - Gene Review: Gene Review: Urea Cycle Disorders Overview  - Genetic Testing Registry: Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome  - MedlinePlus Encyclopedia: Hereditary urea cycle abnormality   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care,health inquiry,healthcare
What is (are) Klippel-Trenaunay syndrome ?,"Klippel-Trenaunay syndrome is a condition that affects the development of blood vessels, soft tissues, and bones. The disorder has three characteristic features: a red birthmark called a port-wine stain, abnormal overgrowth of soft tissues and bones, and vein malformations.  Most people with Klippel-Trenaunay syndrome are born with a port-wine stain. This type of birthmark is caused by swelling of small blood vessels near the surface of the skin. Port-wine stains are typically flat and can vary from pale pink to deep maroon in color. In people with Klippel-Trenaunay syndrome, the port-wine stain usually covers part of one limb. The affected area may become lighter or darker with age. Occasionally, port-wine stains develop small red blisters that break open and bleed easily.  Klippel-Trenaunay syndrome is also associated with overgrowth of bones and soft tissues beginning in infancy. Usually this abnormal growth is limited to one limb, most often one leg. However, overgrowth can also affect the arms or, rarely, the trunk. The abnormal growth can cause pain, a feeling of heaviness, and reduced movement in the affected area. If the overgrowth causes one leg to be longer than the other, it can also lead to problems with walking.  Malformations of veins are the third major feature of Klippel-Trenaunay syndrome. These abnormalities include varicose veins, which are swollen and twisted veins near the surface of the skin that often cause pain. Varicose veins usually occur on the sides of the upper legs and calves. Veins deep in the limbs can also be abnormal in people with Klippel-Trenaunay syndrome. Malformations of deep veins increase the risk of a type of clot called a deep vein thrombosis (DVT). If a DVT travels through the bloodstream and lodges in the lungs, it can cause a life-threatening clot known as a pulmonary embolism (PE).  Complications of Klippel-Trenaunay syndrome can include a type of skin infection called cellulitis, swelling caused by a buildup of fluid (lymphedema), and internal bleeding from abnormal blood vessels. Less commonly, this condition is also associated with fusion of certain fingers or toes (syndactyly) or the presence of extra digits (polydactyly).",health inquiry,healthcare
How many people are affected by Klippel-Trenaunay syndrome ?,"Klippel-Trenaunay syndrome is estimated to affect at least 1 in 100,000 people worldwide.",health inquiry,healthcare
What are the genetic changes related to Klippel-Trenaunay syndrome ?,"The cause of Klippel-Trenaunay syndrome is unknown. Researchers suspect that the condition may result from changes in one or more genes that regulate the growth of blood vessels during embryonic development. However, no associated genes have been identified. It is also unclear how blood vessel malformations are related to the overgrowth of bones and soft tissues.",health inquiry,healthcare
